"positions"	"names"
"2"	"Juan Manuel Fangio"
"3"	"Stirling Moss"
"4"	"Nino Farina"
"8"	"Paul Frere"
"13"	"Jean Behra"
"13"	"Roberto Mieres"
"10"	"Maurice Trintignant"
"7"	"Luigi Musso"
"11"	"Cesare Perdisa"
"12"	"Louis Rosier"
"6"	"Karl Kling"
"1"	"Eugenio Castellotti"
"9"	"Mike Hawthorn"
"5"	"Jean Behra"
""	"Johnny Claes"
""	"Piero Taruffi"
""	"Harry Schell"
""	""
""	""
""	""
