"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Patrick"	"Tambay"	"TAM"	"Ferrari"
"2"	"Rene"	"Arnoux"	"ARN"	"Ferrari"
"3"	"Keke"	"Rosberg"	"ROS"	"Williams Honda"
"4"	"Jacques"	"Laffite"	"LAF"	"Williams Honda"
"5"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"6"	"Derek"	"Warwick"	"WAR"	"Toleman Hart"
"7"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"8"	"Alain"	"Prost"	"PRO"	"Renault"
"9"	"Danny"	"Sullivan"	"SUL"	"Tyrrell Ford"
"10"	"Jean-Pierre"	"Jarier"	"JAR"	"Ligier Ford"
"11"	"Riccardo"	"Patrese"	"PAT"	"Brabham BMW"
"12"	"Alan "	"Jones"	"JON"	"Arrows Ford"
"13"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"14"	"Bruno"	"Giacomelli"	"GIA"	"Toleman Hart"
"15"	"Eddie "	"Cheever"	"CHE"	"Renault"
"16"	"Marc"	"Surer"	"SUR"	"Arrows Ford"
"17"	"Johnny"	"Cecotto"	"CEC"	"Theodore Ford"
"18"	"Roberto"	"Guerrero"	"GUE"	"Theodore Ford"
"19"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"20"	"Nelson"	"Piquet"	"PIQ"	"Brabham BMW"
"21"	"Mauro"	"Baldi"	"BAL"	"Alfa Romeo"
"22"	"John"	"Watson"	"WAT"	"McLaren TAG"
"23"	"Niki"	"Lauda"	"LAU"	"McLaren TAG"
"24"	"Manfred"	"Winkelhock"	"WIN"	"ATS BMW"
"25"	"Eliseo"	"Salazar"	"SAL"	"RAM Ford"
"26"	"Raul"	"Boesel"	"BOE"	"Ligier Ford"
