"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"5"	"Max"	"Verstappen"	"VER"	"Red Bull Racing TAG Heuer"
"6"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"7"	"Kevin"	"Magnussen"	"MAG"	"Haas Ferrari"
"8"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"9"	"Charles"	"Leclerc"	"LEC"	"Sauber Ferrari"
"10"	"Esteban"	"Ocon"	"OCO"	"Force India Mercedes"
"11"	"Nico"	"Hulkenberg"	"HUL"	"Renault"
"12"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"13"	"Fernando"	"Alonso"	"ALO"	"McLaren Renault"
"14"	"Pierre"	"Gasly"	"GAS"	"Scuderia Toro Rosso Honda"
"15"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"16"	"Carlos"	"Sainz"	"SAI"	"Renault"
"17"	"Stoffel"	"Vandoorne"	"VAN"	"McLaren Renault"
"18"	"Lance"	"Stroll"	"STR"	"Williams Mercedes"
"19"	"Sergey"	"Sirotkin"	"SIR"	"Williams Mercedes"
"20"	"Brendon"	"Hartley"	"HAR"	"Scuderia Toro Rosso Honda"
