"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ayrton"	"Senna"	"SEN"	"McLaren Honda"
"2"	"Alain"	"Prost"	"PRO"	"Ferrari"
"3"	"Riccardo"	"Patrese"	"PAT"	"Williams Renault"
"4"	"Nigel"	"Mansell"	"MAN"	"Williams Renault"
"5"	"Nelson"	"Piquet"	"PIQ"	"Benetton Ford"
"6"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"7"	"Gerhard"	"Berger"	"BER"	"McLaren Honda"
"8"	"Roberto"	"Moreno"	"MOR"	"Benetton Ford"
"9"	"Emanuele"	"Pirro"	"PIR"	"Dallara Judd"
"10"	"Jyrki"	"Jarvilehto"	"JAR"	"Dallara Judd"
"11"	"Stefano"	"Modena"	"MOD"	"Tyrrell Honda"
"12"	"Martin"	"Brundle"	"BRU"	"Brabham Yamaha"
"13"	"Mika"	"Hakkinen"	"HAK"	"Lotus Judd"
"14"	"Bertrand"	"Gachot"	"GAC"	"Jordan Ford"
"15"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ferrari"
"16"	"Satoru"	"Nakajima"	"NAK"	"Tyrrell Honda"
"17"	"Nicola"	"Larini"	"LAR"	"Lambo Lamborghini"
"18"	"Ivan"	"Capelli"	"CAP"	"Leyton House Ilmor"
"19"	"Eric"	"Bernard"	"BER"	"Lola Ford"
"20"	"Thierry"	"Boutsen"	"BOU"	"Ligier Lamborghini"
"21"	"Aguri"	"Suzuki"	"SUZ"	"Lola Ford"
"22"	"Gabriele"	"Tarquini"	"TAR"	"AGS Ford"
"23"	"Mauricio"	"Gugelmin"	"GUG"	"Leyton House Ilmor"
"24"	"Mark"	"Blundell"	"BLU"	"Brabham Yamaha"
"25"	"Michele"	"Alboreto"	"ALB"	"Footwork Porsche"
"26"	"Gianni"	"Morbidelli"	"MOR"	"Minardi Ferrari"
