"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"RBR Renault"
"2"	"Jenson"	"Button"	"BUT"	"Brawn Mercedes"
"3"	"Rubens"	"Barrichello"	"BAR"	"Brawn Mercedes"
"4"	"Mark"	"Webber"	"WEB"	"RBR Renault"
"5"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"6"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"7"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"8"	"Fernando"	"Alonso"	"ALO"	"Renault"
"9"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"10"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"11"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"12"	"Kazuki"	"Nakajima"	"NAK"	"Williams Toyota"
"13"	"Timo"	"Glock"	"GLO"	"Toyota"
"14"	"Heikki"	"Kovalainen"	"KOV"	"McLaren Mercedes"
"15"	"Adrian"	"Sutil"	"SUT"	"Force India Mercedes"
"16"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"17"	"Nelson"	"Piquet Jr."	"PIQ"	"Renault"
"18"	"Sebastien"	"Buemi"	"BUE"	"STR Ferrari"
"19"	"Giancarlo"	"Fisichella"	"FIS"	"Force India Mercedes"
"20"	"Sebastien"	"Bourdais"	"BOU"	"STR Ferrari"
