"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"2"	"John"	"Surtees"	"SUR"	"Ferrari"
"3"	"Graham"	"Hill"	"HIL"	"BRM"
"4"	"Dan"	"Gurney"	"GUR"	"Lotus Climax"
"5"	"Richie"	"Ginther"	"GIN"	"BRM"
"6"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"7"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"8"	"Jo"	"Bonnier"	"BON"	"Cooper Climax"
"9"	"Jo"	"Siffert"	"SIF"	"Lotus BRM"
"10"	"Jack"	"Brabham"	"BRA"	"Lotus Climax"
"11"	"Moises"	"Solana"	"SOL"	"Cooper Climax"
"12"	"Trevor "	"Taylor "	"TAY"	"Lotus Climax"
"13"	"Tony"	"Maggs"	"MAG"	"Cooper Climax"
"14"	"Masten"	"Gregory"	"GRE"	"Lola Climax"
"15"	"Jim "	"Hall "	"HAL"	"Lotus BRM"
"16"	"Hap "	"Sharp "	"SHA"	"Lola Climax"
"17"	"Phil"	"Hill"	"HIL"	"ATS"
"18"	"Carel Godin"	"de Beaufort "	"DEB"	"Porsche"
"19"	"Chris"	"Amon"	"AMO"	"Lola Climax"
"20"	"Pedro"	"Rodriguez"	"ROD"	"Lotus Climax"
"21"	"Giancarlo"	"Baghetti"	"BAG"	"ATS"
