"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jean-Pierre"	"Jabouille"	"JAB"	"Renault"
"2"	"Jody"	"Scheckter"	"SCH"	"Ferrari"
"3"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"4"	"Niki"	"Lauda"	"LAU"	"Brabham Ford"
"5"	"Patrick"	"Depailler"	"DEP"	"Ligier Ford"
"6"	"Jacques"	"Laffite"	"LAF"	"Ligier Ford"
"7"	"Didier"	"Pironi"	"PIR"	"Tyrrell Ford"
"8"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"9"	"Jean-Pierre"	"Jarier"	"JAR"	"Tyrrell Ford"
"10"	"Rene"	"Arnoux"	"ARN"	"Renault"
"11"	"Carlos"	"Reutemann"	"REU"	"Lotus Ford"
"12"	"Nelson"	"Piquet"	"PIQ"	"Brabham Ford"
"13"	"James"	"Hunt"	"HUN"	"Wolf Ford"
"14"	"John"	"Watson"	"WAT"	"McLaren Ford"
"15"	"Elio"	"de Angelis"	"DEA"	"Shadow Ford"
"16"	"Riccardo"	"Patrese"	"PAT"	"Arrows Ford"
"17"	"Patrick"	"Tambay"	"TAM"	"McLaren Ford"
"18"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"19"	"Alan "	"Jones"	"JON"	"Williams Ford"
"20"	"Jochen"	"Mass"	"MAS"	"Arrows Ford"
"21"	"Jan"	"Lammers"	"LAM"	"Shadow Ford"
"22"	"Clay"	"Regazzoni"	"REG"	"Williams Ford"
"23"	"Hector"	"Rebaque"	"REB"	"Lotus Ford"
"24"	"Hans-Joachim"	"Stuck"	"STU"	"ATS Ford"
