"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jackie"	"Stewart"	"STE"	"Matra Ford"
"2"	"Jochen"	"Rindt"	"RIN"	"Lotus Ford"
"3"	"Jean-Pierre"	"Beltoise"	"BEL"	"Matra Ford"
"4"	"Bruce"	"McLaren"	"MCL"	"McLaren Ford"
"5"	"Piers  "	"Courage"	"COU"	"Brabham Ford"
"6"	"Pedro"	"Rodriguez"	"ROD"	"Ferrari"
"7"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"8"	"Jo"	"Siffert"	"SIF"	"Lotus Ford"
"9"	"Graham"	"Hill"	"HIL"	"Lotus Ford"
"10"	"Jacky"	"Ickx"	"ICK"	"Brabham Ford"
"NC"	"John"	"Surtees"	"SUR"	"BRM"
"NC"	"Jackie"	"Oliver"	"OLI"	"BRM"
"NC"	"Silvio "	"Moser "	"MOS"	"Brabham Ford"
"NC"	"Jack"	"Brabham"	"BRA"	"Brabham Ford"
"NC"	"John  "	"Miles"	"MIL"	"Lotus Ford"
