"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"2"	"Cliff"	"Allison"	"ALL"	"Ferrari"
"3"	"Maurice "	"Trintignant"	"TRI"	"Cooper Climax"
"3"	"Stirling"	"Moss"	"MOS"	"Cooper Climax"
"4"	"Carlos"	"Menditeguy"	"MEN"	"Cooper Maserati"
"5"	"Wolfgang"	"von Trips"	"VON"	"Ferrari"
"6"	"Innes"	"Ireland"	"IRE"	"Lotus Climax"
"7"	"Jo"	"Bonnier"	"BON"	"BRM"
"8"	"Phil"	"Hill"	"HIL"	"Ferrari"
"9"	"Alberto"	"Rodriguez Larreta"	"ROD"	"Lotus Climax"
"10"	"Jose Froilan"	"Gonzalez"	"GON"	"Ferrari"
"11"	"Roberto"	"Bonomi"	"BON"	"Cooper Maserati"
"12"	"Masten"	"Gregory"	"GRE"	"Behra-Porsche"
"13"	"Gino "	"Munaron "	"MUN"	"Maserati"
"14"	"Nasif"	"Estefano"	"EST"	"Maserati"
"NC"	"Harry"	"Schell"	"SCH"	"Cooper Climax"
"NC"	"Jack"	"Brabham"	"BRA"	"Cooper Climax"
"NC"	"Stirling"	"Moss"	"MOS"	"Cooper Climax"
"NC"	"Graham"	"Hill"	"HIL"	"BRM"
"NC"	"Alan "	"Stacey "	"STA"	"Lotus Climax"
"NC"	"Ettore "	"Chimeri "	"CHI"	"Maserati"
"NC"	"Antonio "	"Creus "	"CRE"	"Maserati"
"NC"	"Giorgio "	"Scarlatti "	"SCA"	"Maserati"
