"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"2"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"3"	"Jarno"	"Trulli"	"TRU"	"Renault"
"4"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"5"	"Fernando"	"Alonso"	"ALO"	"Renault"
"6"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"7"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"8"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"9"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"10"	"Christian"	"Klien"	"KLI"	"Jaguar Cosworth"
"11"	"Giancarlo"	"Fisichella"	"FIS"	"Sauber Petronas"
"12"	"Cristiano"	"da Matta"	"DAM"	"Toyota"
"13"	"Olivier"	"Panis"	"PAN"	"Toyota"
"14"	"Mark"	"Webber"	"WEB"	"Jaguar Cosworth"
"15"	"Nick"	"Heidfeld"	"HEI"	"Jordan Ford"
"16"	"Timo"	"Glock"	"GLO"	"Jordan Ford"
"17"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"18"	"Zsolt"	"Baumgartner"	"BAU"	"Minardi Cosworth"
"19"	"Gianmaria"	"Bruni"	"BRU"	"Minardi Cosworth"
"20"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
