"positions"	"names"
"1"	"Mike Hawthorn"
"6"	"Stirling Moss"
"21"	"Wolfgang von Trips"
"8"	"Juan Manuel Fangio"
"4"	"Peter Collins"
"12"	"Jack Brabham"
"13"	"Phil Hill"
"16"	"Jo Bonnier"
"15"	"Gerino Gerini"
"18"	"Troy Ruttman"
"14"	"Roy Salvadori"
"3"	"Harry Schell"
"9"	"Jean Behra"
"10"	"Tony Brooks"
"10"	"Stuart Lewis-Evans"
"19"	"Graham Hill"
"11"	"Paco Godia"
"7"	"Maurice Trintignant"
"5"	"Tony Brooks"
"2"	"Luigi Musso"
"17"	"Carroll Shelby"
"20"	"Cliff Allison"
