"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Emerson"	"Fittipaldi"	"FIT"	"Lotus Ford"
"2"	"Jackie"	"Stewart"	"STE"	"Tyrrell Ford"
"3"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"4"	"Arturo"	"Merzario"	"MER"	"Ferrari"
"5"	"Jacky"	"Ickx"	"ICK"	"Ferrari"
"6"	"Clay"	"Regazzoni"	"REG"	"BRM"
"7"	"Howden "	"Ganley "	"GAN"	"Iso Marlboro Ford"
"8"	"Niki"	"Lauda"	"LAU"	"BRM"
"9"	"Nanni "	"Galli "	"GAL"	"Iso Marlboro Ford"
"10"	"Francois "	"Cevert "	"CEV"	"Tyrrell Ford"
"11"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"12"	"Luiz "	"Bueno "	"BUE"	"Surtees Ford"
"NC"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"NC"	"Mike "	"Beuttler "	"BEU"	"March Ford"
"NC"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"NC"	"Mike"	"Hailwood"	"HAI"	"Surtees Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"March Ford"
"NC"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"NC"	"Wilson"	"Fittipaldi"	"FIT"	"Brabham Ford"
"NC"	"Peter  "	"Revson"	"REV"	"McLaren Ford"
