"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"2"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"3"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"4"	"Peter  "	"Revson"	"REV"	"Shadow Ford"
"5"	"James"	"Hunt"	"HUN"	"March Ford"
"6"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"7"	"Jacky"	"Ickx"	"ICK"	"Lotus Ford"
"8"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"9"	"Mike"	"Hailwood"	"HAI"	"McLaren Ford"
"10"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"11"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"12"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"13"	"Arturo"	"Merzario"	"MER"	"Iso Marlboro Ford"
"14"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"15"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"16"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"17"	"Graham"	"Hill"	"HIL"	"Lola Ford"
"18"	"Jochen"	"Mass"	"MAS"	"Surtees Ford"
"19"	"Howden "	"Ganley "	"GAN"	"March Ford"
"20"	"John"	"Watson"	"WAT"	"Brabham Ford"
"21"	"Henri"	"Pescarolo"	"PES"	"BRM"
"22"	"Richard  "	"Robarts"	"ROB"	"Brabham Ford"
"23"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"24"	"Francois "	"Migault"	"MIG"	"BRM"
"25"	"Guy"	"Edwards"	"EDW"	"Lola Ford"
"26"	"Rikky"	"von Opel"	"VON"	"Ensign Ford"
