"positions"	"names"
"3"	"Peter Collins"
"2"	"Eugenio Castellotti"
"7"	"Jean Behra"
"1"	"Juan Manuel Fangio"
"13"	"Stirling Moss"
"13"	"Cesare Perdisa"
"12"	"Louis Rosier"
"17"	"Paco Godia"
"14"	"Hermano da Silva Ramos"
"15"	"Robert Manzon"
"6"	"Mike Hawthorn"
"6"	"Harry Schell"
"19"	"Andre Pilette"
"20"	"Andre Simon"
"16"	"Piero Taruffi"
"11"	"Olivier Gendebien"
"10"	"Luigi Villoresi"
"9"	"Alfonso de Portago"
"18"	"Maurice Trintignant"
"8"	"Stirling Moss"
"4"	"Harry Schell"
"5"	"Colin Chapman"
