"positions"	"names"
"3"	"Luigi Musso"
"3"	"Juan Manuel Fangio"
"4"	"Jean Behra"
"8"	"Mike Hawthorn"
"11"	"Gerino Gerini"
"11"	"Chico Landi"
"10"	"Olivier Gendebien"
"13"	"Alberto Uria"
"13"	"Oscar Gonzalez"
"7"	"Stirling Moss"
"9"	"Peter Collins"
"12"	"Luigi Piotti"
"6"	"Carlos Menditeguy"
"2"	"Eugenio Castellotti"
"5"	"Jose Froilan Gonzalez"
"1"	"Juan Manuel Fangio"
