"positions"	"names"
"2"	"Stirling Moss"
"9"	"Peter Collins"
"9"	"Juan Manuel Fangio"
"4"	"Jean Behra"
"1"	"Juan Manuel Fangio"
""	"Eugenio Castellotti"
"14"	"Hermano da Silva Ramos"
"11"	"Elie Bayol"
"11"	"Andre Pilette"
"7"	"Cesare Perdisa"
"16"	"Horace Gould"
"12"	"Robert Manzon"
"15"	"Louis Rosier"
"3"	"Eugenio Castellotti"
"6"	"Maurice Trintignant"
"5"	"Harry Schell"
"8"	"Luigi Musso"
""	"Giorgio Scarlatti"
""	"Mike Hawthorn"
""	"Tony Brooks"
""	"Louis Chiron"
""	""
""	""
""	""
""	""
