"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Max"	"Verstappen"	"VER"	"Red Bull Racing Honda"
"2"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"3"	"Lando"	"Norris"	"NOR"	"McLaren Mercedes"
"4"	"Charles"	"Leclerc"	"LEC"	"Ferrari"
"5"	"Carlos"	"Sainz"	"SAI"	"Ferrari"
"6"	"Daniel"	"Ricciardo"	"RIC"	"McLaren Mercedes"
"7"	"Pierre"	"Gasly"	"GAS"	"AlphaTauri Honda"
"8"	"Lance"	"Stroll"	"STR"	"Aston Martin Mercedes"
"9"	"Esteban"	"Ocon"	"OCO"	"Alpine Renault"
"10"	"Fernando"	"Alonso"	"ALO"	"Alpine Renault"
"11"	"Sergio"	"Perez"	"PER"	"Red Bull Racing Honda"
"12"	"Yuki"	"Tsunoda"	"TSU"	"AlphaTauri Honda"
"13"	"Kimi"	"Räikkönen"	"RAI"	"Alfa Romeo Racing Ferrari"
"14"	"Antonio"	"Giovinazzi"	"GIO"	"Alfa Romeo Racing Ferrari"
"15"	"Sebastian"	"Vettel"	"VET"	"Aston Martin Mercedes"
"16"	"Mick"	"Schumacher"	"MSC"	"Haas Ferrari"
"17"	"Nikita"	"Mazepin"	"MAZ"	"Haas Ferrari"
"NC"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"NC"	"George"	"Russell"	"RUS"	"Williams Mercedes"
"NC"	"Nicholas"	"Latifi"	"LAT"	"Williams Mercedes"
