"positions"	"names"
"1"	"Alberto Ascari"
"2"	"Nino Farina"
"4"	"Luigi Villoresi"
"3"	"Mike Hawthorn"
"6"	"Robert Manzon"
"5"	"Maurice Trintignant"
"10"	"Duncan Hamilton"
"9"	"Lance Macklin"
"16"	"Jan Flinterman"
"16"	"Chico Landi"
"7"	"Ken Wharton"
"18"	"Stirling Moss"
"14"	"Dries van der Lof"
"13"	"Ken Downing"
"17"	"Charles de Tornaco"
"11"	"Paul Frere"
"6"	"Jean Behra"
"15"	"Jan Flinterman"
"12"	"Gino Bianco"
