"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Benetton Renault"
"2"	"Gerhard"	"Berger"	"BER"	"Ferrari"
"3"	"David"	"Coulthard"	"COU"	"Williams Renault"
"4"	"Damon"	"Hill"	"HIL"	"Williams Renault"
"5"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"6"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"7"	"Eddie"	"Irvine"	"IRV"	"Jordan Peugeot"
"8"	"Johnny"	"Herbert"	"HER"	"Benetton Renault"
"9"	"Nigel"	"Mansell"	"MAN"	"McLaren Mercedes"
"10"	"Rubens"	"Barrichello"	"BAR"	"Jordan Peugeot"
"11"	"Gianni"	"Morbidelli"	"MOR"	"Footwork Hart"
"12"	"Olivier"	"Panis"	"PAN"	"Ligier Mugen Honda"
"13"	"Mika"	"Salo"	"SAL"	"Tyrrell Yamaha"
"14"	"Heinz-Harald"	"Frentzen"	"FRE"	"Sauber Ford"
"15"	"Ukyo"	"Katayama"	"KAT"	"Tyrrell Yamaha"
"16"	"Aguri"	"Suzuki"	"SUZ"	"Ligier Mugen Honda"
"17"	"Jos"	"Verstappen"	"VER"	"Simtek Ford"
"18"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ford"
"19"	"Taki"	"Inoue"	"INO"	"Footwork Hart"
"20"	"Luca"	"Badoer"	"BAD"	"Minardi Ford"
"21"	"Karl"	"Wendlinger"	"WEN"	"Sauber Ford"
"22"	"Bertrand"	"Gachot"	"GAC"	"Pacific Ilmor"
"23"	"Domenico"	"Schiattarella"	"SCH"	"Simtek Ford"
"24"	"Andrea"	"Montermini"	"MON"	"Pacific Ilmor"
"25"	"Roberto"	"Moreno"	"MOR"	"Forti Ford"
"26"	"Pedro"	"Diniz"	"DIN"	"Forti Ford"
