"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"2"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"3"	"Fernando"	"Alonso"	"ALO"	"Renault"
"4"	"Juan Pablo"	"Montoya"	"MOY"	"McLaren Mercedes"
"5"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"6"	"Nick"	"Heidfeld"	"HEI"	"Williams BMW"
"7"	"Mark"	"Webber"	"WEB"	"Williams BMW"
"8"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"9"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"10"	"Christian"	"Klien"	"KLI"	"RBR Cosworth"
"11"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"12"	"David"	"Coulthard"	"COU"	"RBR Cosworth"
"13"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"14"	"Tiago"	"Monteiro"	"MON"	"Jordan Toyota"
"15"	"Christijan"	"Albers"	"ALB"	"Minardi Cosworth"
"16"	"Jacques"	"Villeneuve"	"VIL"	"Sauber Petronas"
"17"	"Robert"	"Doornbos"	"DOO"	"Minardi Cosworth"
"18"	"Narain"	"Karthikeyan"	"KAR"	"Jordan Toyota"
"19"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"20"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
