"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"2"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"3"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"4"	"Mark"	"Webber"	"WEB"	"Red Bull Racing Renault"
"5"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"6"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"7"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"8"	"Vitaly"	"Petrov"	"PET"	"Renault"
"9"	"Paul"	"di Resta"	"DIR"	"Force India Mercedes"
"10"	"Adrian"	"Sutil"	"SUT"	"Force India Mercedes"
"11"	"Jaime"	"Alguersuari"	"ALG"	"STR Ferrari"
"12"	"Michael"	"Schumacher"	"MSC"	"Mercedes"
"13"	"Sebastien"	"Buemi"	"BUE"	"STR Ferrari"
"14"	"Kamui"	"Kobayashi"	"KOB"	"Sauber Ferrari"
"15"	"Bruno"	"Senna"	"SEN"	"Renault"
"16"	"Pastor"	"Maldonado"	"MAL"	"Williams Cosworth"
"17"	"Sergio"	"Perez"	"PER"	"Sauber Ferrari"
"18"	"Rubens"	"Barrichello"	"BAR"	"Williams Cosworth"
"19"	"Heikki"	"Kovalainen"	"KOV"	"Lotus Renault"
"20"	"Jarno"	"Trulli"	"TRU"	"Lotus Renault"
"21"	"Timo"	"Glock"	"GLO"	"Virgin Cosworth"
"22"	"Jerome"	"d'Ambrosio"	"DAM"	"Virgin Cosworth"
"23"	"Vitantonio"	"Liuzzi"	"LIU"	"HRT Cosworth"
"24"	"Daniel"	"Ricciardo"	"RIC"	"HRT Cosworth"
