"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"2"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"5"	"Heikki"	"Kovalainen"	"KOV"	"McLaren Mercedes"
"6"	"Sebastian"	"Vettel"	"VET"	"STR Ferrari"
"7"	"Timo"	"Glock"	"GLO"	"Toyota"
"8"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"9"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"10"	"Kazuki"	"Nakajima"	"NAK"	"Williams Toyota"
"11"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"12"	"Jenson"	"Button"	"BUT"	"Honda"
"13"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"14"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"15"	"Fernando"	"Alonso"	"ALO"	"Renault"
"16"	"Nelson"	"Piquet Jr."	"PIQ"	"Renault"
"17"	"Sebastien"	"Bourdais"	"BOU"	"STR Ferrari"
"18"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"19"	"Adrian"	"Sutil"	"SUT"	"Force India Ferrari"
"20"	"Giancarlo"	"Fisichella"	"FIS"	"Force India Ferrari"
