"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"2"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"3"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"4"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"5"	"Heikki"	"Kovalainen"	"KOV"	"McLaren Mercedes"
"6"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"7"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"8"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"9"	"Jenson"	"Button"	"BUT"	"Honda"
"10"	"Fernando"	"Alonso"	"ALO"	"Renault"
"11"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"12"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"13"	"Timo"	"Glock"	"GLO"	"Toyota"
"14"	"Nelson"	"Piquet Jr."	"PIQ"	"Renault"
"15"	"Sebastien"	"Bourdais"	"BOU"	"STR Ferrari"
"16"	"Kazuki"	"Nakajima"	"NAK"	"Williams Toyota"
"17"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"18"	"Giancarlo"	"Fisichella"	"FIS"	"Force India Ferrari"
"19"	"Sebastian"	"Vettel"	"VET"	"STR Ferrari"
"20"	"Adrian"	"Sutil"	"SUT"	"Force India Ferrari"
"21"	"Anthony"	"Davidson"	"DAV"	"Super Aguri Honda"
"22"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
