"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Alain"	"Prost"	"PRO"	"Renault"
"2"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"3"	"Keke"	"Rosberg"	"ROS"	"Williams Ford"
"4"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"5"	"Manfred"	"Winkelhock"	"WIN"	"ATS Ford"
"6"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"7"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"8"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"9"	"Eddie "	"Cheever"	"CHE"	"Ligier Matra"
"10"	"Niki"	"Lauda"	"LAU"	"McLaren Ford"
"11"	"Roberto"	"Guerrero"	"GUE"	"Ensign Ford"
"12"	"Derek"	"Daly"	"DAL"	"Williams Ford"
"13"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"14"	"Riccardo"	"Patrese"	"PAT"	"Brabham Ford"
"15"	"Rene"	"Arnoux"	"ARN"	"Renault"
"16"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"17"	"John"	"Watson"	"WAT"	"McLaren Ford"
"18"	"Jochen"	"Mass"	"MAS"	"March Ford"
"19"	"Marc"	"Surer"	"SUR"	"Arrows Ford"
"20"	"Brian"	"Henton"	"HEN"	"Tyrrell Ford"
"21"	"Raul"	"Boesel"	"BOE"	"March Ford"
"22"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Ford"
"23"	"Riccardo"	"Paletti"	"PAL"	"Osella Ford"
"24"	"Mauro"	"Baldi"	"BAL"	"Arrows Ford"
"25"	"Eliseo"	"Salazar"	"SAL"	"ATS Ford"
"26"	"Chico"	"Serra"	"SER"	"Fittipaldi Ford"
