"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"2"	"Niki"	"Lauda"	"LAU"	"McLaren Ford"
"3"	"Rene"	"Arnoux"	"ARN"	"Renault"
"4"	"Alain"	"Prost"	"PRO"	"Renault"
"5"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"6"	"Nelson"	"Piquet"	"PIQ"	"Brabham Ford"
"7"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"8"	"Keke"	"Rosberg"	"ROS"	"Williams Ford"
"9"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"10"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Ford"
"11"	"John"	"Watson"	"WAT"	"McLaren Ford"
"12"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"13"	"Eddie "	"Cheever"	"CHE"	"Ligier Matra"
"14"	"Mario"	"Andretti"	"AND"	"Williams Ford"
"15"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"16"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"17"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"18"	"Riccardo"	"Patrese"	"PAT"	"Brabham Ford"
"19"	"Roberto"	"Guerrero"	"GUE"	"Ensign Ford"
"20"	"Brian"	"Henton"	"HEN"	"Arrows Ford"
"21"	"Jochen"	"Mass"	"MAS"	"March Ford"
"22"	"Derek"	"Daly"	"DAL"	"Theodore Ford"
"23"	"Raul"	"Boesel"	"BOE"	"March Ford"
"24"	"Slim"	"Borgudd"	"BOR"	"Tyrrell Ford"
"25"	"Manfred"	"Winkelhock"	"WIN"	"ATS Ford"
"26"	"Eliseo"	"Salazar"	"SAL"	"ATS Ford"
