"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Rene"	"Arnoux"	"ARN"	"Renault"
"2"	"Alain"	"Prost"	"PRO"	"Renault"
"3"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"4"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"5"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"6"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"7"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"8"	"Derek"	"Warwick"	"WAR"	"Toleman Hart"
"9"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Ford"
"10"	"Teo"	"Fabi"	"FAB"	"Toleman Hart"
"11"	"Brian"	"Henton"	"HEN"	"Tyrrell Ford"
"12"	"Manfred"	"Winkelhock"	"WIN"	"ATS Ford"
"13"	"Riccardo"	"Paletti"	"PAL"	"Osella Ford"
"14"	"Eliseo"	"Salazar"	"SAL"	"ATS Ford"
