"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Graham"	"Hill"	"HIL"	"Lotus Climax"
"2"	"Dan"	"Gurney"	"GUR"	"Eagle Climax"
"3"	"Jack"	"Brabham"	"BRA"	"Brabham Repco"
"4"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"5"	"Pedro"	"Rodriguez"	"ROD"	"Cooper Maserati"
"6"	"John"	"Surtees"	"SUR"	"Honda"
"7"	"Denny"	"Hulme"	"HUL"	"Brabham Repco"
"8"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"9"	"Chris"	"Amon"	"AMO"	"Ferrari"
"10"	"Mike "	"Parkes "	"PAR"	"Ferrari"
"11"	"Jackie"	"Stewart"	"STE"	"BRM"
"12"	"Mike"	"Spence"	"SPE"	"BRM"
"13"	"Chris  "	"Irwin"	"IRW"	"Lotus BRM"
"14"	"Bruce"	"McLaren"	"MCL"	"McLaren BRM"
"15"	"Ludovico"	"Scarfiotti"	"SCA"	"Ferrari"
"16"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"17"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
