"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"2"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"3"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"4"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"5"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"6"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"7"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"8"	"Max"	"Verstappen"	"VER"	"Red Bull Racing TAG Heuer"
"9"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"10"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"11"	"Jenson"	"Button"	"BUT"	"McLaren Honda"
"12"	"Felipe"	"Nasr"	"NAS"	"Sauber Ferrari"
"13"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"14"	"Kevin"	"Magnussen"	"MAG"	"Renault"
"15"	"Jolyon"	"Palmer"	"PAL"	"Renault"
"16"	"Esteban"	"Gutierrez "	"GUT"	"Haas Ferrari"
"17"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"18"	"Rio"	"Haryanto"	"HAR"	"MRT Mercedes"
"NC"	"Fernando"	"Alonso"	"ALO"	"McLaren Honda"
"NC"	"Pascal"	"Wehrlein"	"WEH"	"MRT Mercedes"
"NC"	"Carlos"	"Sainz"	"SAI"	"Toro Rosso Ferrari"
"NC"	"Daniil"	"Kvyat"	"KVY"	"Toro Rosso Ferrari"
