"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Juan Manuel"	"Fangio"	"FAN"	"Alfa Romeo"
"2"	"Nino"	"Farina"	"FAR"	"Alfa Romeo"
"3"	"Luigi "	"Villoresi"	"VIL"	"Ferrari"
"4"	"Consalvo "	"Sanesi"	"SAN"	"Alfa Romeo"
"5"	"Toulo"	"de Graffenried"	"DEG"	"Alfa Romeo"
"6"	"Piero "	"Taruffi"	"TAR"	"Ferrari"
"7"	"Alberto"	"Ascari"	"ASC"	"Ferrari"
"8"	"Louis "	"Rosier"	"ROS"	"Talbot-Lago"
"9"	"Peter "	"Whitehead"	"WHI"	"Ferrari"
"10"	"Rudi "	"Fischer "	"FIS"	"Ferrari"
"11"	"Henri"	"Louveau"	"LOU"	"Talbot-Lago"
"12"	"Philippe "	"Etancelin"	"ETA"	"Talbot-Lago"
"13"	"Jose Froilan"	"Gonzalez"	"GON"	"Talbot-Lago"
"14"	"Stirling"	"Moss"	"MOS"	"HWM Alta"
"15"	"Yves Giraud"	"Cabantous"	"CAB"	"Talbot-Lago"
"16"	"Peter"	"Hirt"	"HIR"	"Veritas"
"17"	"Harry"	"Schell"	"SCH"	"Maserati"
"18"	"Johnny"	"Claes"	"CLA"	"Talbot-Lago"
"19"	"Louis "	"Chiron"	"CHI"	"Maserati"
"20"	"George "	"Abecassis "	"ABE"	"HWM Alta"
"21"	"Guy "	"Mairesse"	"MAI"	"Talbot-Lago"
