"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Duke"	"Nalon"	"NAL"	"Kurtis Kraft Novi"
"2"	"Lee"	"Wallard"	"WAL"	"Kurtis Kraft Offenhauser"
"3"	"Jack"	"McGrath"	"MCG"	"Kurtis Kraft Offenhauser"
"3"	"Manny"	"Ayulo"	"AYU"	"Kurtis Kraft Offenhauser"
"4"	"Duane"	"Carter"	"CAR"	"Deidt Offenhauser"
"5"	"Mauri "	"Rose"	"ROS"	"Deidt Offenhauser"
"6"	"Troy"	"Ruttman"	"RUT"	"Kurtis Kraft Offenhauser"
"7"	"Mike"	"Nazaruk"	"NAZ"	"Kurtis Kraft Offenhauser"
"8"	"Johnnie "	"Parsons"	"PAR"	"Kurtis Kraft Offenhauser"
"9"	"Tony "	"Bettenhausen"	"BET"	"Deidt Offenhauser"
"10"	"Cecil "	"Green"	"GRE"	"Kurtis Kraft Offenhauser"
"11"	"Fred"	"Agabashian"	"AGA"	"Kurtis Kraft Offenhauser"
"12"	"Sam"	"Hanks"	"HAN"	"null"
"13"	"Walt"	"Brown"	"BRO"	"Kurtis Kraft Offenhauser"
"14"	"Walt "	"Faulkner"	"FAU"	"Kurtis Kraft Offenhauser"
"15"	"Carl"	"Scarborough"	"SCA"	"Kurtis Kraft Offenhauser"
"16"	"Bill"	"Schindler"	"SCH"	"Kurtis Kraft Offenhauser"
"17"	"Henry"	"Banks"	"BAN"	"Moore Offenhauser"
"18"	"Cliff"	"Griffith"	"GRI"	"Kurtis Kraft Offenhauser"
"19"	"Carl"	"Scarborough"	"SCA"	"Kurtis Kraft Offenhauser"
"20"	"Bill "	"Vukovich "	"VUK"	"Trevis Offenhauser"
"21"	"George"	"Connor"	"CON"	"Moore Offenhauser"
"22"	"Gene"	"Force"	"FOR"	"Kurtis Kraft Offenhauser"
"23"	"Mack"	"Hellings"	"HEL"	"Deidt Offenhauser"
"24"	"Carl"	"Forberg"	"FOR"	"Kurtis Kraft Offenhauser"
"25"	"Rodger"	"Ward"	"WAR"	"Bromme Offenhauser"
"26"	"Johnny"	"McDowell"	"MCD"	"Maserati-Offenhauser"
"27"	"Jimmy"	"Davies"	"DAV"	"Pawl Offenhauser"
"28"	"Chet "	"Miller"	"MIL"	"Kurtis Kraft Novi"
"29"	"Bobby"	"Ball"	"BAL"	"Schroeder Offenhauser"
"30"	"Joe"	"James"	"JAM"	"Watson Offenhauser"
"31"	"Andy"	"Linden"	"LIN"	"Sherman Offenhauser"
"32"	"Duke"	"Dinsmore"	"DIN"	"Kurtis Kraft Offenhauser"
"33"	"Bill "	"Mackey"	"MAC"	"Hall Offenhauser"
"19"	"Chuck "	"Stevenson"	"MAC"	"Hall Offenhauser"
