"positions"	"names"
"2"	"Alberto Ascari"
"3"	"Nino Farina"
"7"	"Mike Hawthorn"
"
"	"Felice Bonetto"
"1"	"Juan Manuel Fangio"
"11"	"Hermann Lang"
"6"	"Luigi Villoresi"
"9"	"Ken Wharton"
"19"	"Max de Terra"
"18"	"Albert Scherrer"
"20"	"Chico Landi"
"8"	"Toulo de Graffenried"
"5"	"Onofre Marimon"
"4"	"Maurice Trintignant"
"12"	"Jean Behra"
"10"	"Felice Bonetto"
""	"Juan Manuel Fangio"
"15"	"Lance Macklin"
"17"	"Peter Hirt"
"16"	"Paul Frere"
"13"	"Jacques Swaters"
"14"	"Louis Rosier"
