"positions"	"names"
"2"	"Alberto Ascari"
"5"	"Luigi Villoresi"
"16"	"Onofre Marimon"
"9"	"Toulo de Graffenried"
"8"	"Maurice Trintignant"
"7"	"Mike Hawthorn"
"12"	"Harry Schell"
"13"	"Louis Rosier"
"15"	"Fred Wacker"
"11"	"Paul Frere"
"18"	"Andre Pilette"
"10"	"Juan Manuel Fangio"
"10"	"Johnny Claes"
"17"	"Lance Macklin"
"4"	"Nino Farina"
"1"	"Juan Manuel Fangio"
"3"	"Jose Froilan Gonzalez"
"14"	"Jean Behra"
"16"	"Peter Collins"
"20"	"Georges Berger"
"19"	"Arthur Legat"
