"positions"	"names"
"1"	"Alberto Ascari"
"3"	"Luigi Villoresi"
"5"	"Jose Froilan Gonzalez"
"6"	"Mike Hawthorn"
"9"	"Oscar Alfredo Galvez"
"11"	"Jean Behra"
"7"	"Maurice Trintignant"
"7"	"Harry Schell"
"16"	"John Barber"
"12"	"Alan Brown"
"8"	"Robert Manzon"
"2"	"Juan Manuel Fangio"
"15"	"Felice Bonetto"
"4"	"Nino Farina"
"10"	"Carlos Menditeguy"
"14"	"Pablo Birger"
"13"	"Adolfo Schewelm Cruz"
