"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"John"	"Surtees"	"SUR"	"Honda"
"2"	"Bruce"	"McLaren"	"MCL"	"McLaren Ford"
"3"	"Chris"	"Amon"	"AMO"	"Ferrari"
"4"	"Jacky"	"Ickx"	"ICK"	"Ferrari"
"5"	"Graham"	"Hill"	"HIL"	"Lotus Ford"
"6"	"Jackie"	"Stewart"	"STE"	"Matra Ford"
"7"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"8"	"Derek"	"Bell"	"BEL"	"Ferrari"
"9"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"10"	"Jochen"	"Rindt"	"RIN"	"Brabham Climax"
"11"	"Jackie"	"Oliver"	"OLI"	"Lotus Ford"
"12"	"Dan"	"Gurney"	"GUR"	"McLaren Ford"
"13"	"Johnny "	"Servoz-Gavin "	"SER"	"Matra Ford"
"14"	"David  "	"Hobbs"	"HOB"	"Honda"
"15"	"Pedro"	"Rodriguez"	"ROD"	"BRM"
"16"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"17"	"Piers  "	"Courage"	"COU"	"BRM"
"18"	"Jean-Pierre"	"Beltoise"	"BEL"	"Matra Ford"
"19"	"Jo"	"Bonnier"	"BON"	"Honda"
"20"	"Vic "	"Elford "	"ELF"	"Cooper BRM"
