"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"2"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"5"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"6"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"7"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"8"	"Daniil"	"Kvyat"	"KVY"	"Red Bull Racing TAG Heuer"
"9"	"Max"	"Verstappen"	"VER"	"Toro Rosso Ferrari"
"10"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"11"	"Carlos"	"Sainz"	"SAI"	"Toro Rosso Ferrari"
"12"	"Jenson"	"Button"	"BUT"	"McLaren Honda"
"13"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"14"	"Fernando"	"Alonso"	"ALO"	"McLaren Honda"
"15"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"16"	"Esteban"	"Gutierrez "	"GUT"	"Haas Ferrari"
"17"	"Kevin"	"Magnussen"	"MAG"	"Renault"
"18"	"Jolyon"	"Palmer"	"PAL"	"Renault"
"19"	"Felipe"	"Nasr"	"NAS"	"Sauber Ferrari"
"20"	"Pascal"	"Wehrlein"	"WEH"	"MRT Mercedes"
"21"	"Rio"	"Haryanto"	"HAR"	"MRT Mercedes"
"22"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
