"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ayrton"	"Senna"	"SEN"	"Lotus Renault"
"2"	"Nigel"	"Mansell"	"MAN"	"Williams Honda"
"3"	"Nelson"	"Piquet"	"PIQ"	"Williams Honda"
"4"	"Rene"	"Arnoux"	"ARN"	"Ligier Renault"
"5"	"Stefan"	"Johansson"	"JOH"	"Ferrari"
"6"	"Jacques"	"Laffite"	"LAF"	"Ligier Renault"
"7"	"Alain"	"Prost"	"PRO"	"McLaren TAG"
"8"	"Riccardo"	"Patrese"	"PAT"	"Brabham BMW"
"9"	"Keke"	"Rosberg"	"ROS"	"McLaren TAG"
"10"	"Eddie "	"Cheever"	"CHE"	"Lola Hart"
"11"	"Michele"	"Alboreto"	"ALB"	"Ferrari"
"12"	"Gerhard"	"Berger"	"BER"	"Benetton BMW"
"13"	"Thierry"	"Boutsen"	"BOU"	"Arrows BMW"
"14"	"Johnny"	"Dumfries"	"DUM"	"Lotus Renault"
"15"	"Derek"	"Warwick"	"WAR"	"Brabham BMW"
"16"	"Martin"	"Brundle"	"BRU"	"Tyrrell Renault"
"17"	"Teo"	"Fabi"	"FAB"	"Benetton BMW"
"18"	"Philippe"	"Streiff"	"STR"	"Tyrrell Renault"
"19"	"Christian"	"Danner"	"DAN"	"Arrows BMW"
"20"	"Jonathan "	"Palmer"	"PAL"	"Zakspeed"
"21"	"Alan "	"Jones"	"JON"	"Lola Hart"
"22"	"Piercarlo"	"Ghinzani"	"GHI"	"Osella Alfa Romeo"
"23"	"Andrea"	"de Cesaris"	"DEC"	"Minardi Motori Moderni"
"24"	"Alessandro"	"Nannini"	"NAN"	"Minardi Motori Moderni"
"25"	"Allen"	"Berg"	"BER"	"Osella Alfa Romeo"
"26"	"Huub"	"Rothengatter"	"ROT"	"Zakspeed"
