"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jim"	"Clark"	"CLA"	"Lotus Ford"
"2"	"Jack"	"Brabham"	"BRA"	"Brabham Repco"
"3"	"Denny"	"Hulme"	"HUL"	"Brabham Repco"
"4"	"Chris"	"Amon"	"AMO"	"Ferrari"
"5"	"Mike "	"Parkes "	"PAR"	"Ferrari"
"6"	"Ludovico"	"Scarfiotti"	"SCA"	"Ferrari"
"7"	"Chris  "	"Irwin"	"IRW"	"Lotus BRM"
"8"	"Mike"	"Spence"	"SPE"	"BRM"
"9"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
"10"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"NC"	"John"	"Surtees"	"SUR"	"Honda"
"NC"	"Jackie"	"Stewart"	"STE"	"BRM"
"NC"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"NC"	"Pedro"	"Rodriguez"	"ROD"	"Cooper Maserati"
"NC"	"Graham"	"Hill"	"HIL"	"Lotus Ford"
"NC"	"Dan"	"Gurney"	"GUR"	"Eagle Weslake"
"NC"	"Bruce"	"McLaren"	"MCL"	"McLaren BRM"
