"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1987"	"Portugal"	"Osella"	"25"	"ab"	"wheel bearing"
"1987"	"Italy"	"Osella"	"26"	"ab"	"Turbo"
