"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1957"	"Italy"	"Maserati"	"16"	"11"	""
"1956"	"Italy"	"Gordini"	"24"	"9"	""
"1956"	"France"	"Maserati"	"20"	"ab"	"Engine"
"1955"	"Britain"	"Maserati"	"8"	"ab"	"Gearbox"
"1955"	"Monaco"	"Mercedes"	"10"	"ab"	"Valve"
"1952"	"Italy"	"Ferrari"	"8"	"6"	""
"1952"	"Switzerland"	"Ferrari"	"4"	"ab"	""
"1951"	"Spain"	"Simca Gordini"	"10"	"ab"	"Engine"
"1951"	"Italy"	"Simca Gordini"	"11"	"6"	""
"1951"	"Germany"	"Simca Gordini"	"12"	"ab"	"Engine"
"1951"	"France"	"Simca Gordini"	"21"	"ab"	"Engine"
