"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1960"	"1960 Indianapolis 500"	"Kurtis Kraft"	"16"	"25"	"Clutch"
"1959"	"1959 Indianapolis 500"	"Kuzma"	"17"	"10"	""
"1958"	"1958 Indianapolis 500"	"Kuzma"	"12"	"16"	"Spun off"
