"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"2"	"Jackie"	"Stewart"	"STE"	"BRM"
"3"	"Dan"	"Gurney"	"GUR"	"Brabham Climax"
"4"	"Graham"	"Hill"	"HIL"	"BRM"
"5"	"Denny"	"Hulme"	"HUL"	"Brabham Climax"
"6"	"Richie"	"Ginther"	"GIN"	"Honda"
"7"	"John"	"Surtees"	"SUR"	"Ferrari"
"8"	"Mike"	"Spence"	"SPE"	"Lotus Climax"
"9"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"10"	"Innes"	"Ireland"	"IRE"	"Lotus BRM"
"11"	"Frank"	"Gardner"	"GAR"	"Brabham BRM"
"12"	"Richard"	"Attwood"	"ATT"	"Lotus BRM"
"13"	"Jo"	"Siffert"	"SIF"	"Brabham BRM"
"NC"	"Jochen"	"Rindt"	"RIN"	"Cooper Climax"
"NC"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"NC"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"NC"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
