"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Graham"	"Hill"	"HIL"	"BRM"
"2"	"Dan"	"Gurney"	"GUR"	"Brabham Climax"
"3"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"4"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"5"	"Pedro"	"Rodriguez"	"ROD"	"Ferrari"
"6"	"Jochen"	"Rindt"	"RIN"	"Cooper Climax"
"7"	"Richie"	"Ginther"	"GIN"	"Honda"
"8"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"9"	"Bob"	"Bondurant"	"BON"	"Ferrari"
"10"	"Richard"	"Attwood"	"ATT"	"Lotus BRM"
"11"	"Jo"	"Siffert"	"SIF"	"Brabham BRM"
"12"	"Moises"	"Solana"	"SOL"	"Lotus Climax"
"13"	"Ronnie"	"Bucknum"	"BUC"	"Honda"
"NC"	"Jackie"	"Stewart"	"STE"	"BRM"
"NC"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"NC"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"NC"	"Innes"	"Ireland"	"IRE"	"Lotus BRM"
"NC"	"Mike"	"Spence"	"SPE"	"Lotus Climax"
