"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"2"	"John"	"Surtees"	"SUR"	"Ferrari"
"3"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"4"	"Mike"	"Spence"	"SPE"	"Lotus Climax"
"5"	"Graham"	"Hill"	"HIL"	"BRM"
"6"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"7"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"8"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"9"	"Dan"	"Gurney"	"GUR"	"Brabham Climax"
"10"	"Jochen"	"Rindt"	"RIN"	"Cooper Climax"
"11"	"Jackie"	"Stewart"	"STE"	"BRM"
"12"	"Bob"	"Anderson"	"AND"	"Lotus Climax"
"13"	"Tony"	"Maggs"	"MAG"	"Lotus BRM"
"14"	"Jo"	"Siffert"	"SIF"	"Brabham Climax"
"15"	"Frank"	"Gardner"	"GAR"	"Brabham Ford"
"16"	"Paul"	"Hawkins"	"HAW"	"Brabham Ford"
"17"	"Peter"	"de Klerk"	"DEK"	"LDS Climax"
"18"	"John"	"Love"	"LOV"	"Cooper Climax"
"19"	"David"	"Prophet"	"PRO"	"Brabham Ford"
"20"	"Sam"	"Tingle"	"TIN"	"LDS Alfa Romeo"
