"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"2"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"3"	"Fernando"	"Alonso"	"ALO"	"McLaren Mercedes"
"4"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"5"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"6"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"7"	"Heikki"	"Kovalainen"	"KOV"	"Renault"
"8"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"9"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"10"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"11"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"12"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"13"	"Alexander"	"Wurz"	"WUR"	"Williams Toyota"
"14"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"15"	"Scott"	"Speed"	"SPE"	"STR Ferrari"
"16"	"Vitantonio"	"Liuzzi"	"LIU"	"STR Ferrari"
"17"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"18"	"Jenson"	"Button"	"BUT"	"Honda"
"19"	"Anthony"	"Davidson"	"DAV"	"Super Aguri Honda"
"20"	"Adrian"	"Sutil"	"SUT"	"Spyker Ferrari"
"21"	"Christijan"	"Albers"	"ALB"	"Spyker Ferrari"
"22"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
