"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"2"	"Fernando"	"Alonso"	"ALO"	"McLaren Mercedes"
"3"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"4"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"5"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"6"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"7"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"8"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"9"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"10"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
"11"	"Anthony"	"Davidson"	"DAV"	"Super Aguri Honda"
"12"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"13"	"Heikki"	"Kovalainen"	"KOV"	"Renault"
"14"	"Jenson"	"Button"	"BUT"	"Honda"
"15"	"Alexander"	"Wurz"	"WUR"	"Williams Toyota"
"16"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"17"	"Scott"	"Speed"	"SPE"	"STR Ferrari"
"18"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"19"	"Vitantonio"	"Liuzzi"	"LIU"	"STR Ferrari"
"20"	"Adrian"	"Sutil"	"SUT"	"Spyker Ferrari"
"21"	"Christijan"	"Albers"	"ALB"	"Spyker Ferrari"
"22"	"Felipe"	"Massa"	"MAS"	"Ferrari"
