"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"2"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"3"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"4"	"Fernando"	"Alonso"	"ALO"	"McLaren Mercedes"
"5"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"6"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"7"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"8"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"9"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"10"	"Jenson"	"Button"	"BUT"	"Honda"
"11"	"Vitantonio"	"Liuzzi"	"LIU"	"STR Ferrari"
"12"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"13"	"Heikki"	"Kovalainen"	"KOV"	"Renault"
"14"	"Anthony"	"Davidson"	"DAV"	"Super Aguri Honda"
"15"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"16"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"17"	"Sebastian"	"Vettel"	"VET"	"STR Ferrari"
"18"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"19"	"Alexander"	"Wurz"	"WUR"	"Williams Toyota"
"20"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
"21"	"Adrian"	"Sutil"	"SUT"	"Spyker Ferrari"
"22"	"Sakon"	"Yamamoto"	"YAM"	"Spyker Ferrari"
