"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"2"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"3"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"4"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"5"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"6"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"7"	"Kevin"	"Magnussen"	"MAG"	"McLaren Mercedes"
"8"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"9"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing Renault"
"10"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"11"	"Esteban"	"Gutierrez "	"GUT"	"Sauber Ferrari"
"12"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"13"	"Adrian"	"Sutil"	"SUT"	"Sauber Ferrari"
"14"	"Romain"	"Grosjean"	"GRO"	"Lotus Renault"
"15"	"Jean-Eric"	"Vergne"	"VER"	"STR Renault"
"16"	"Pastor"	"Maldonado"	"MAL"	"Lotus Renault"
"17"	"Daniil"	"Kvyat"	"KVY"	"STR Renault"
"18"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
