"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jackie"	"Stewart"	"STE"	"Tyrrell Ford"
"2"	"Jody"	"Scheckter"	"SCH"	"McLaren Ford"
"3"	"Emerson"	"Fittipaldi"	"FIT"	"Lotus Ford"
"4"	"Francois "	"Cevert "	"CEV"	"Tyrrell Ford"
"5"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"6"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"7"	"Jean-Pierre"	"Jarier"	"JAR"	"March Ford"
"8"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"9"	"Clay"	"Regazzoni"	"REG"	"BRM"
"10"	"Arturo"	"Merzario"	"MER"	"Ferrari"
"11"	"Mike"	"Hailwood"	"HAI"	"Surtees Ford"
"12"	"Jacky"	"Ickx"	"ICK"	"Ferrari"
"13"	"Andrea"	"de Adamich "	"DEA"	"Brabham Ford"
"14"	"James"	"Hunt"	"HUN"	"March Ford"
"15"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"16"	"Graham"	"Hill"	"HIL"	"Shadow Ford"
"17"	"Niki"	"Lauda"	"LAU"	"BRM"
"18"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"19"	"Wilson"	"Fittipaldi"	"FIT"	"Brabham Ford"
"20"	"George "	"Follmer "	"FOL"	"Shadow Ford"
"21"	"Jackie"	"Oliver"	"OLI"	"Shadow Ford"
"22"	"Reine  "	"Wisell"	"WIS"	"March Ford"
"23"	"Henri"	"Pescarolo"	"PES"	"March Ford"
"24"	"Howden "	"Ganley "	"GAN"	"Iso Marlboro Ford"
"25"	"Rikky"	"von Opel"	"VON"	"Ensign Ford"
