"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"2"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"3"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"4"	"Mark"	"Webber"	"WEB"	"Red Bull Racing Renault"
"5"	"Michael"	"Schumacher"	"MSC"	"Mercedes"
"6"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"7"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"8"	"Jaime"	"Alguersuari"	"ALG"	"STR Ferrari"
"9"	"Adrian"	"Sutil"	"SUT"	"Force India Mercedes"
"10"	"Sergio"	"Perez"	"PER"	"Sauber Ferrari"
"11"	"Vitaly"	"Petrov"	"PET"	"Renault"
"12"	"Bruno"	"Senna"	"SEN"	"Renault"
"13"	"Paul"	"di Resta"	"DIR"	"Force India Mercedes"
"14"	"Heikki"	"Kovalainen"	"KOV"	"Lotus Renault"
"15"	"Rubens"	"Barrichello"	"BAR"	"Williams Cosworth"
"16"	"Jerome"	"d'Ambrosio"	"DAM"	"Virgin Cosworth"
"17"	"Narain"	"Karthikeyan"	"KAR"	"HRT Cosworth"
"18"	"Daniel"	"Ricciardo"	"RIC"	"HRT Cosworth"
"19"	"Jarno"	"Trulli"	"TRU"	"Lotus Renault"
"NC"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"NC"	"Sebastien"	"Buemi"	"BUE"	"STR Ferrari"
"NC"	"Pastor"	"Maldonado"	"MAL"	"Williams Cosworth"
"NC"	"Timo"	"Glock"	"GLO"	"Virgin Cosworth"
"NC"	"Kamui"	"Kobayashi"	"KOB"	"Sauber Ferrari"
