"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"3"	"Max"	"Verstappen"	"VER"	"Red Bull Racing Honda"
"4"	"Alexander"	"Albon"	"ALB"	"Red Bull Racing Honda"
"5"	"Lando"	"Norris"	"NOR"	"McLaren Renault"
"6"	"Sergio"	"Perez"	"PER"	"Racing Point BWT Mercedes"
"7"	"Lance"	"Stroll"	"STR"	"Racing Point BWT Mercedes"
"8"	"Daniel"	"Ricciardo"	"RIC"	"Renault"
"9"	"Carlos"	"Sainz"	"SAI"	"McLaren Renault"
"10"	"Daniil"	"Kvyat"	"KVY"	"AlphaTauri Honda"
"11"	"Kimi"	"Räikkönen"	"RAI"	"Alfa Romeo Racing Ferrari"
"12"	"Kevin"	"Magnussen"	"MAG"	"Haas Ferrari"
"13"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"14"	"Antonio"	"Giovinazzi"	"GIO"	"Alfa Romeo Racing Ferrari"
"15"	"Pierre"	"Gasly"	"GAS"	"AlphaTauri Honda"
"16"	"George"	"Russell"	"RUS"	"Williams Mercedes"
"17"	"Nicholas"	"Latifi"	"LAT"	"Williams Mercedes"
"NC"	"Esteban"	"Ocon"	"OCO"	"Renault"
"NC"	"Charles"	"Leclerc"	"LEC"	"Ferrari"
"NC"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
