"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"2"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"3"	"Fernando"	"Alonso"	"ALO"	"McLaren Mercedes"
"4"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"5"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"6"	"Nico"	"Rosberg"	"ROS"	"Williams Toyota"
"7"	"Mark"	"Webber"	"WEB"	"Red Bull Renault"
"8"	"Heikki"	"Kovalainen"	"KOV"	"Renault"
"9"	"Robert"	"Kubica"	"KUB"	"Sauber BMW"
"10"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"11"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"12"	"Vitantonio"	"Liuzzi"	"LIU"	"STR Ferrari"
"13"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"14"	"Adrian"	"Sutil"	"SUT"	"Spyker Ferrari"
"15"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
"16"	"Anthony"	"Davidson"	"DAV"	"Super Aguri Honda"
"17"	"Sakon"	"Yamamoto"	"YAM"	"Spyker Ferrari"
"NC"	"Jenson"	"Button"	"BUT"	"Honda"
"NC"	"Alexander"	"Wurz"	"WUR"	"Williams Toyota"
"NC"	"David"	"Coulthard"	"COU"	"Red Bull Renault"
"NC"	"Sebastian"	"Vettel"	"VET"	"STR Ferrari"
"NC"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
