"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"2"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"3"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"4"	"Mike"	"Hailwood"	"HAI"	"McLaren Ford"
"5"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"6"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"7"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"8"	"Howden "	"Ganley "	"GAN"	"March Ford"
"9"	"Henri"	"Pescarolo"	"PES"	"BRM"
"10"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"11"	"Guy"	"Edwards"	"EDW"	"Lola Ford"
"12"	"John"	"Watson"	"WAT"	"Brabham Ford"
"13"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"NC"	"Graham"	"Hill"	"HIL"	"Lola Ford"
"NC"	"Richard  "	"Robarts"	"ROB"	"Brabham Ford"
"NC"	"Jacky"	"Ickx"	"ICK"	"Lotus Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"NC"	"Francois "	"Migault"	"MIG"	"BRM"
"NC"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"NC"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"NC"	"Arturo"	"Merzario"	"MER"	"Iso Marlboro Ford"
"NC"	"James"	"Hunt"	"HUN"	"March Ford"
"NC"	"Jochen"	"Mass"	"MAS"	"Surtees Ford"
"NC"	"Peter  "	"Revson"	"REV"	"Shadow Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
