"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Max"	"Verstappen"	"VER"	"Red Bull Racing TAG Heuer"
"5"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"6"	"Esteban"	"Ocon"	"OCO"	"Force India Mercedes"
"7"	"Carlos"	"Sainz"	"SAI"	"Renault"
"8"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"9"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"10"	"Daniil"	"Kvyat"	"KVY"	"Toro Rosso"
"11"	"Lance"	"Stroll"	"STR"	"Williams Mercedes"
"12"	"Stoffel"	"Vandoorne"	"VAN"	"McLaren Honda"
"13"	"Brendon"	"Hartley"	"HAR"	"Toro Rosso"
"14"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"15"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"16"	"Kevin"	"Magnussen"	"MAG"	"Haas Ferrari"
"NC"	"Fernando"	"Alonso"	"ALO"	"McLaren Honda"
"NC"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"NC"	"Pascal"	"Wehrlein"	"WEH"	"Sauber Ferrari"
"NC"	"Nico"	"Hulkenberg"	"HUL"	"Renault"
