"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Bill "	"Vukovich "	"VUK"	"Kurtis Kraft Offenhauser"
"2"	"Art"	"Cross"	"CRO"	"Kurtis Kraft Offenhauser"
"3"	"Sam"	"Hanks"	"HAN"	"Kurtis Kraft Offenhauser"
"3"	"Duane"	"Carter"	"CAR"	"Kurtis Kraft Offenhauser"
"4"	"Fred"	"Agabashian"	"AGA"	"Kurtis Kraft Offenhauser"
"4"	"Paul"	"Russo"	"RUS"	"Kurtis Kraft Offenhauser"
"5"	"Jack"	"McGrath"	"MCG"	"Kurtis Kraft Offenhauser"
"6"	"Jimmy "	"Daywalt"	"DAY"	"Kurtis Kraft Offenhauser"
"7"	"Jim"	"Rathmann"	"RAT"	"Kurtis Kraft Offenhauser"
"7"	"Eddie"	"Johnson"	"JOH"	"Kurtis Kraft Offenhauser"
"8"	"Ernie"	"McCoy"	"MCC"	"Stevens Offenhauser"
"9"	"Tony "	"Bettenhausen"	"BET"	"Kuzma Offenhauser"
"9"	"Chuck "	"Stevenson"	"STE"	"Kuzma Offenhauser"
"9"	"Gene"	"Hartley"	"HAR"	"Kuzma Offenhauser"
"10"	"Jimmy"	"Davies"	"DAV"	"Kurtis Kraft Offenhauser"
"11"	"Duke"	"Nalon"	"NAL"	"Kurtis Kraft Novi"
"12"	"Carl"	"Scarborough"	"SCA"	"Kurtis Kraft Offenhauser"
"12"	"Bob"	"Scott"	"SCO"	"Kurtis Kraft Offenhauser"
"13"	"Manny"	"Ayulo"	"AYU"	"Kuzma Offenhauser"
"14"	"Jimmy"	"Bryan"	"BRY"	"Schroeder Offenhauser"
"15"	"Bill"	"Holland"	"HOL"	"Kurtis Kraft Offenhauser"
"15"	"Jim"	"Rathmann"	"RAT"	"Kurtis Kraft Offenhauser"
"16"	"Rodger"	"Ward"	"WAR"	"Kurtis Kraft Offenhauser"
"16"	"Andy"	"Linden"	"LIN"	"Kurtis Kraft Offenhauser"
"16"	"Duke"	"Dinsmore"	"DIN"	"Kurtis Kraft Offenhauser"
"17"	"Walt "	"Faulkner"	"FAU"	"Kurtis Kraft Offenhauser"
"17"	"Johnny"	"Mantz"	"MAN"	"Kurtis Kraft Offenhauser"
"18"	"Marshall "	"Teague"	"TEA"	"Kurtis Kraft Offenhauser"
"19"	"Spider"	"Webb"	"WEB"	"Kurtis Kraft Offenhauser"
"19"	"Johnny"	"Thomson"	"THO"	"Kurtis Kraft Offenhauser"
"19"	"Jackie"	"Holmes"	"HOL"	"Kurtis Kraft Offenhauser"
"20"	"Bob"	"Sweikert"	"SWE"	"Kuzma Offenhauser"
"21"	"Mike"	"Nazaruk"	"NAZ"	"Turner Offenhauser"
"22"	"Pat"	"Flaherty"	"FLA"	"Kurtis Kraft Offenhauser"
"23"	"Jerry "	"Hoyt"	"HOY"	"Kurtis Kraft Offenhauser"
"23"	"Chuck "	"Stevenson"	"STE"	"Kurtis Kraft Offenhauser"
"23"	"Andy"	"Linden"	"LIN"	"Kurtis Kraft Offenhauser"
"24"	"Duane"	"Carter"	"CAR"	"Lesovsky Offenhauser"
"25"	"Paul"	"Russo"	"RUS"	"Kurtis Kraft Offenhauser"
"26"	"Johnnie "	"Parsons"	"PAR"	"Kurtis Kraft Offenhauser"
"27"	"Don "	"Freeland"	"FRE"	"Watson Offenhauser"
"28"	"Gene"	"Hartley"	"HAR"	"Kurtis Kraft Offenhauser"
"29"	"Chuck "	"Stevenson"	"STE"	"Kuzma Offenhauser"
"30"	"Cal "	"Niday"	"NID"	"Kurtis Kraft Offenhauser"
"31"	"Bob"	"Scott"	"SCO"	"Bromme Offenhauser"
"32"	"Johnny"	"Thomson"	"THO"	"Del Roy Offenhauser"
"33"	"Andy"	"Linden"	"LIN"	"Stevens Offenhauser"
