"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"2"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"3"	"Jody"	"Scheckter"	"SCH"	"Wolf Ford"
"4"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"5"	"Clay"	"Regazzoni"	"REG"	"Ensign Ford"
"6"	"Carlos"	"Reutemann"	"REU"	"Ferrari"
"7"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"8"	"Rupert"	"Keegan"	"KEE"	"Hesketh Ford"
"9"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"10"	"Brett"	"Lunger"	"LUN"	"McLaren Ford"
"11"	"Hans"	"Binder"	"BIN"	"Surtees Ford"
"12"	"John"	"Watson"	"WAT"	"Brabham Alfa Romeo"
"13"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"14"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"15"	"Alex"	"Ribeiro"	"RIB"	"March Ford"
"16"	"Ronnie"	"Peterson"	"PET"	"Tyrrell Ford"
"17"	"Ian"	"Ashley"	"ASH"	"Hesketh Ford"
"18"	"Patrick"	"Neve"	"NEV"	"March Ford"
"19"	"Vittorio"	"Brambilla"	"BRA"	"Surtees Ford"
"NC"	"Jean-Pierre"	"Jabouille"	"JAB"	"Renault"
"NC"	"Gunnar"	"Nilsson"	"NIL"	"Lotus Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"Brabham Alfa Romeo"
"NC"	"Ian"	"Scheckter"	"SCH"	"March Ford"
"NC"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"NC"	"Danny"	"Ongais"	"ONG"	"Penske Ford"
"NC"	"Alan "	"Jones"	"JON"	"Shadow Ford"
