"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"2"	"John"	"Watson"	"WAT"	"Brabham Alfa Romeo"
"3"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"4"	"Gunnar"	"Nilsson"	"NIL"	"Lotus Ford"
"5"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"6"	"Carlos"	"Reutemann"	"REU"	"Ferrari"
"7"	"Clay"	"Regazzoni"	"REG"	"Ensign Ford"
"8"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"9"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"10"	"Rupert"	"Keegan"	"KEE"	"Hesketh Ford"
"11"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"12"	"Ronnie"	"Peterson"	"PET"	"Tyrrell Ford"
"13"	"Vittorio"	"Brambilla"	"BRA"	"Surtees Ford"
"NC"	"Ian"	"Scheckter"	"SCH"	"March Ford"
"NC"	"Jody"	"Scheckter"	"SCH"	"Wolf Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"Brabham Alfa Romeo"
"NC"	"Alan "	"Jones"	"JON"	"Shadow Ford"
"NC"	"Arturo"	"Merzario"	"MER"	"March Ford"
"NC"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"NC"	"Riccardo"	"Patrese"	"PAT"	"Shadow Ford"
"NC"	"David"	"Purley"	"PUR"	"LEC Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Penske Ford"
