"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"RBR Renault"
"2"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
"3"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"4"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"5"	"Robert"	"Kubica"	"KUB"	"Renault"
"6"	"Vitaly"	"Petrov"	"PET"	"Renault"
"7"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"8"	"Mark"	"Webber"	"WEB"	"RBR Renault"
"9"	"Jaime"	"Alguersuari"	"ALG"	"STR Ferrari"
"10"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"11"	"Nick"	"Heidfeld"	"HEI"	"Sauber Ferrari"
"12"	"Rubens"	"Barrichello"	"BAR"	"Williams Cosworth"
"13"	"Adrian"	"Sutil"	"SUT"	"Force India Mercedes"
"14"	"Kamui"	"Kobayashi"	"KOB"	"Sauber Ferrari"
"15"	"Sebastien"	"Buemi"	"BUE"	"STR Ferrari"
"16"	"Nico"	"Hulkenberg"	"HUL"	"Williams Cosworth"
"17"	"Heikki"	"Kovalainen"	"KOV"	"Lotus Cosworth"
"18"	"Lucas"	"di Grassi"	"DIG"	"Virgin Cosworth"
"19"	"Bruno"	"Senna"	"SEN"	"HRT Cosworth"
"20"	"Christian"	"Klien"	"KLI"	"HRT Cosworth"
"21"	"Jarno"	"Trulli"	"TRU"	"Lotus Cosworth"
"NC"	"Timo"	"Glock"	"GLO"	"Virgin Cosworth"
"NC"	"Michael"	"Schumacher"	"MSC"	"Mercedes"
"NC"	"Vitantonio"	"Liuzzi"	"LIU"	"Force India Mercedes"
