"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"2"	"Fernando"	"Alonso"	"ALO"	"Renault"
"3"	"Juan Pablo"	"Montoya"	"MOY"	"McLaren Mercedes"
"4"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"5"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"6"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"7"	"David"	"Coulthard"	"COU"	"RBR Cosworth"
"8"	"Christian"	"Klien"	"KLI"	"RBR Cosworth"
"9"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
"10"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"11"	"Jacques"	"Villeneuve"	"VIL"	"Sauber Petronas"
"12"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"13"	"Robert"	"Doornbos"	"DOO"	"Minardi Cosworth"
"14"	"Narain"	"Karthikeyan"	"KAR"	"Jordan Toyota"
"15"	"Tiago"	"Monteiro"	"MON"	"Jordan Toyota"
"NC"	"Christijan"	"Albers"	"ALB"	"Minardi Cosworth"
"NC"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"NC"	"Nick"	"Heidfeld"	"HEI"	"Williams BMW"
"NC"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"NC"	"Mark"	"Webber"	"WEB"	"Williams BMW"
