"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jochen"	"Rindt"	"RIN"	"Lotus Ford"
"2"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"3"	"Jackie"	"Stewart"	"STE"	"Matra Ford"
"4"	"Piers  "	"Courage"	"COU"	"Brabham Ford"
"5"	"Bruce"	"McLaren"	"MCL"	"McLaren Ford"
"6"	"Jean-Pierre"	"Beltoise"	"BEL"	"Matra Ford"
"7"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"8"	"Jo"	"Siffert"	"SIF"	"Lotus Ford"
"9"	"Graham"	"Hill"	"HIL"	"Lotus Ford"
"10"	"John"	"Surtees"	"SUR"	"BRM"
"11"	"Jackie"	"Oliver"	"OLI"	"BRM"
"12"	"Pedro"	"Rodriguez"	"ROD"	"Ferrari"
"13"	"Silvio "	"Moser "	"MOS"	"Brabham Ford"
"14"	"John  "	"Miles"	"MIL"	"Lotus Ford"
"15"	"Jacky"	"Ickx"	"ICK"	"Brabham Climax"
