"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jochen"	"Rindt"	"RIN"	"Lotus Ford"
"2"	"Jackie"	"Stewart"	"STE"	"Matra Ford"
"3"	"Graham"	"Hill"	"HIL"	"Lotus Ford"
"4"	"Chris"	"Amon"	"AMO"	"Ferrari"
"5"	"Jacky"	"Ickx"	"ICK"	"Brabham Climax"
"6"	"Bruce"	"McLaren"	"MCL"	"McLaren Ford"
"7"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"8"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"9"	"Piers  "	"Courage"	"COU"	"Brabham Ford"
"10"	"Jo"	"Siffert"	"SIF"	"Lotus Ford"
"11"	"Jean-Pierre"	"Beltoise"	"BEL"	"Matra Ford"
"12"	"John"	"Surtees"	"SUR"	"BRM"
"13"	"Jackie"	"Oliver"	"OLI"	"BRM"
"14"	"Silvio "	"Moser "	"MOS"	"Brabham Ford"
"15"	"Vic "	"Elford "	"ELF"	"McLaren Ford"
