"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"2"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing Renault"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Daniil"	"Kvyat"	"KVY"	"Red Bull Racing Renault"
"5"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"6"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"7"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"8"	"Max"	"Verstappen"	"VER"	"STR Renault"
"9"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"10"	"Romain"	"Grosjean"	"GRO"	"Lotus Mercedes"
"11"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"12"	"Fernando"	"Alonso"	"ALO"	"McLaren Honda"
"13"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"14"	"Carlos"	"Sainz"	"SAI"	"STR Renault"
"15"	"Jenson"	"Button"	"BUT"	"McLaren Honda"
"16"	"Felipe"	"Nasr"	"NAS"	"Sauber Ferrari"
"17"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"18"	"Pastor"	"Maldonado"	"MAL"	"Lotus Mercedes"
"19"	"Will"	"Stevens"	"STE"	"Marussia Ferrari"
"20"	"Alexander"	"Rossi"	"RSI"	"Marussia Ferrari"
