"year"	"name"
"1993"	"J.GOUNON"
"1993"	"J.LAMMERS"
"1992"	"K.WENDLINGER"
"1992"	"J.LAMMERS"
"1992"	"E.NASPETTI"
"1992"	"P.BELMONDO"
"1989"	"M.GUGELMIN"
"1989"	"I.CAPELLI"
"1988"	"M.GUGELMIN"
"1988"	"I.CAPELLI"
"1987"	"I.CAPELLI"
"1982"	"J.MASS"
"1982"	"R.KEEGAN"
"1982"	"R.BOESEL"
"1982"	"E.de VILLOTA"
"1981"	"D.DALY"
"1981"	"E.SALAZAR"
"1981"	"S.JOHANSSON"
"1978"	"P.NEVE"
"1977"	"A.RIBEIRO"
"1977"	"I.SCHECKTER"
"1977"	"H.STUCK"
"1977"	"B.HENTON"
"1977"	"P.NEVE"
"1977"	"B.LUNGER"
"1977"	"B.HAYJE"
"1977"	"M.BLEEKEMOLEN"
"1977"	"M.KOZAROWITSKY"
"1977"	"A.SUTCLIFFE"
"1977"	"A.MERZARIO"
"1977"	"J.JABOUILLE"
"1977"	"H.PESCAROLO"
"1977"	"B.de DRYVER"
"1976"	"V.BRAMBILLA"
"1976"	"L.LOMBARDI"
"1976"	"R.PETERSON"
"1976"	"H.STUCK"
"1976"	"A.MERZARIO"
"1976"	"K.OPPITZHAUSER"
"1975"	"V.BRAMBILLA"
"1975"	"L.LOMBARDI"
"1975"	"H.STUCK"
"1975"	"M.DONOHUE"
"1974"	"R.WISELL"
"1974"	"H.STUCK"
"1974"	"H.GANLEY"
"1974"	"V.BRAMBILLA"
"1974"	"J.HUNT"
"1974"	"M.WILDS"
"1973"	"H.PESCAROLO"
"1973"	"J.JARIER"
"1973"	"M.BEUTTLER"
"1973"	"R.WILLIAMSON"
"1973"	"R.WISELL"
"1973"	"D.PURLEY"
"1973"	"J.HUNT"
"1972"	"R.PETERSON"
"1972"	"M.BEUTTLER"
"1972"	"N.LAUDA"
"1972"	"H.PESCAROLO"
"1972"	"C.PACE"
"1972"	"R.ALLEN"
"1972"	"S.BARBER"
"1971"	"M.BEUTTLER"
"1971"	"R.PETERSON"
"1971"	"A.De ADAMICH"
"1971"	"H.PESCAROLO"
"1971"	"C.PACE"
"1971"	"N.GALLI"
"1971"	"A.SOLER-ROIG"
"1971"	"S.BARBER"
"1971"	"J.LOVE"
"1971"	"N.LAUDA"
"1971"	"J.JARIER"
"1971"	"D.BELL"
"1971"	"M.JEAN"
"1971"	"F.MAZET"
"1970"	"J.STEWART"
"1970"	"J.SERVOZ-GAVIN"
"1970"	"F.CEVERT"
"1970"	"J.SIFFERT"
"1970"	"C.AMON"
"1970"	"M.ANDRETTI"
"1970"	"R.PETERSON"
"1970"	"H.HAHNE"
