"year"	"name"
"1960"	"A.FOYT"
"1960"	"D.WILSON"
"1960"	"J.DAYWALT"
"1960"	"S.TEMPLEMAN"
"1960"	"A.KELLER"
"1960"	"G.FORCE"
"1960"	"B.CHRISTIE"
"1960"	"C.HULSE"
"1960"	"E.RUSSO"
"1960"	"G.HARTLEY"
"1960"	"L.DROLLINGER"
"1960"	"D.FREELAND"
"1960"	"R.CONGDON"
"1959"	"R.WARD"
"1959"	"J.LARSON"
"1959"	"D.FREELAND"
"1959"	"J.KAY"
"1959"	"E.JOHNSON"
"1959"	"B.CHEESBOURG"
"1959"	"D.WILSON"
"1959"	"D.CARTER"
"1959"	"P.RUSSO"
"1959"	"J.DAVIES"
"1959"	"R.LIGUORI"
"1959"	"B.HOMEIER"
"1959"	"C.WEYANT"
"1959"	"B.GRIM"
"1959"	"J.McWITHEY"
"1959"	"B.CHRISTIE"
"1959"	"J.DAYWALT"
"1959"	"S.TEMPLEMAN"
"1959"	"C.ARNOLD"
"1959"	"B.SCHROEDER"
"1959"	"E.RUSSO"
"1959"	"G.FORCE"
"1959"	"R.AMICK"
"1959"	"J.MOORHOUSE"
"1959"	"J.ENSLEY"
"1958"	"P.O'CONNOR"
"1958"	"J.THOMSON"
"1958"	"J.BOYD"
"1958"	"R.EASTON"
"1958"	"B.VEITH"
"1958"	"P.RUSSO"
"1958"	"A.BISCH"
"1958"	"J.ENSLEY"
"1958"	"M.TEAGUE"
"1958"	"G.HARTLEY"
"1958"	"P.GOLDSMITH"
"1958"	"B.GARRETT"
"1958"	"J.PARSONS"
"1958"	"J.UNSER"
"1958"	"R.CRAWFORD"
"1958"	"A.KELLER"
"1958"	"J.FANGIO"
"1958"	"B.CHEESBOURG"
"1958"	"F.AGABASHIAN"
"1958"	"V.JOHNSON"
"1958"	"E.JOHNSON"
"1958"	"J.GIBA"
"1958"	"B.CHRISTIE"
"1958"	"L.SUTTON"
"1958"	"J.DAYWALT"
"1958"	"D.WILSON"
"1958"	"B.HOMEIER"
"1958"	"M.MAGILL"
"1958"	"S.TEMPLEMAN"
"1958"	"B.CORTNER"
"1958"	"L.WARRINER"
"1957"	"D.FREELAND"
"1957"	"J.REECE"
"1957"	"J.BOYD"
"1957"	"P.O'CONNOR"
"1957"	"F.AGABASHIAN"
"1957"	"T.BONADIES"
"1957"	"A.KELLER"
"1957"	"D.RATHMANN"
"1957"	"J.PARSONS"
"1957"	"J.TURNER"
"1957"	"E.GEORGE"
"1957"	"T.BETTENHAUSEN"
"1957"	"C.GRIFFITH"
"1957"	"B.CHEESBOURG"
"1957"	"J.DAVIES"
"1957"	"B.GARRETT"
"1957"	"J.McWITHEY"
"1957"	"C.WEYANT"
"1957"	"D.WILSON"
"1957"	"E.JOHNSON"
"1957"	"M.TEAGUE"
"1957"	"R.CRAWFORD"
"1957"	"P.RUSSO"
"1957"	"E.RUSSO"
"1957"	"J.DAYWALT"
"1957"	"K.ANDREWS"
"1957"	"D.EDMUNDS"
"1957"	"J.FEDRICKS"
"1957"	"A.LINDEN"
"1957"	"M.MAGILL"
"1957"	"E.ELISIAN"
"1957"	"B.CHRISTIE"
"1956"	"E.RUSSO"
"1956"	"B.SWEIKERT"
"1956"	"S.HANKS"
"1956"	"A.LINDEN"
"1956"	"P.O'CONNOR"
"1956"	"G.FARINA"
"1956"	"E.ELISIAN"
"1956"	"A.HERMAN"
"1956"	"B.VEITH"
"1956"	"J.BOYD"
"1956"	"R.WARD"
"1956"	"D.WILSON"
"1956"	"J.RATHMANN"
"1956"	"T.BONADIES"
"1956"	"P.RUSSO"
"1956"	"J.DAVIES"
"1956"	"J.TOLAN"
"1956"	"J.KAY"
"1956"	"F.AGABASHIAN"
"1956"	"M.TEAGUE"
"1956"	"J.DAYWALT"
"1956"	"R.CRAWFORD"
"1956"	"L.DUNCAN"
"1956"	"T.RUTTMAN"
"1956"	"J.TURNER"
"1956"	"A.KELLER"
"1956"	"B.CHRISTIE"
"1956"	"D.DINSMORE"
"1956"	"D.RATHMANN"
"1956"	"G.STEPHENS"
"1956"	"D.REESE"
"1956"	"J.ABNEY"
"1956"	"B.CHEESBOURG"
"1956"	"K.ANDREWS"
"1956"	"L.WARRINER"
"1956"	"T.BETTENHAUSEN"
"1955"	"J.McGRATH"
"1955"	"B.VUKOVICH"
"1955"	"B.SWEIKERT"
"1955"	"S.HANKS"
"1955"	"J.PARSONS"
"1955"	"S.WEBB"
"1955"	"T.BETTENHAUSEN"
"1955"	"P.RUSSO"
"1955"	"F.AGABASHIAN"
"1955"	"J.DAVIES"
