"year"	"name"
"1983"	"R.GUERRERO"
"1983"	"J.CECOTTO"
"1982"	"T.BYRNE"
"1982"	"G.LEES"
"1982"	"J.LAMMERS"
"1982"	"D.DALY"
"1981"	"M.SURER"
"1981"	"P.TAMBAY"
"1981"	"G.LEES"
"1978"	"K.ROSBERG"
"1978"	"E.CHEEVER"
